accession,experiment.accession,experiment.title,experiment.platform,experiment.instrument,study.accession,study.title,study.abstract,sample.accession,sample.title,sample.organism,sample.attributes.source_name,sample.attributes.cell line,sample.attributes.ENA-FIRST-PUBLIC,sample.attributes.ENA-LAST-UPDATE,title,files,sample.attributes.cell type,sample.attributes.genotype,sample.attributes.age,sample.attributes.Sex,sample.attributes.tissue,sample.attributes.ENA-SPOT-COUNT,sample.attributes.ENA-BASE-COUNT,sample.attributes.protocol,sample.attributes.location,sample.attributes.strain
SRR12507504,SRX8998538,Illumina HiSeq 2500 paired end sequencing; GSM4743488: 1_iPS; Homo sapiens; RNA-Seq,ILLUMINA,Illumina HiSeq 2500,SRP278617,Grafting induced pluripotent stem cells-derived tenocytes contribute to recovery of motor function after Achilles tendon rupture in rat [single cell RNAseq],"Self-renewal of tendons is rare since the vascular formation inside is extremely poor, thus reconstructive surgery using autologous tendons has been often taken place in the case of severe injury. However, the rate of re-injury after surgery is relatively high, and collection of autologous tendons leads muscle weakness which results in prolonged rehabilitation. Here, we introduce the induced pluripotent stem cells (iPSCs)-based technology aiming at developing a new therapeutic option after tendon injury. We derived tenocytes from human iPSCs by recapitulating the normal progression of step-wise narrowing fate decisions in the vertebrate embryo. We used single-cell RNA sequencing to analyze the developmental trajectory of iPSCs-derived tenocytes. Overall design: Single cell rnaseq analysis of the developmental trajectory of iPSC-derived tenocytes",SRS7251319,1_iPS,Homo sapiens,induced pluripotent stem cell,"Human iPS cell line, 1231A3",2021-07-21,2021-07-21,Illumina HiSeq 2500 paired end sequencing; GSM4743488: 1_iPS; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR125/004/SRR12507504/SRR12507504.fastq.gz', 'md5': 'e1d61b64bf8d605e943364d49faccb0f', 'size': '20300987846'}]",,,,,,,,,,
SRR17818937,SRX13980718,NextSeq 500 paired end sequencing; GSM5848686: MAST39 PDX sample; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818041,MAST39 PDX sample,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848686: MAST39 PDX sample; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/037/SRR17818937/SRR17818937_1.fastq.gz', 'md5': '141930a9c3b8d42c43dd3defc063f136', 'size': '903403599'}, {'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/037/SRR17818937/SRR17818937_2.fastq.gz', 'md5': 'a6b209d8192733949c034c9611ae1297', 'size': '1870133755'}]",mouse PDX sample,Wild type,,,,,,,,
SRR17818924,SRX13980717,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818040,MAST139 PDX sample,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/024/SRR17818924/SRR17818924_1.fastq.gz', 'md5': '5716d0657c4b8041b71be707cdf5327d', 'size': '1098431276'}, {'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/024/SRR17818924/SRR17818924_2.fastq.gz', 'md5': '43fb005c1491eb50f3c752c2aa38fd8a', 'size': '1264560816'}]",mouse PDX sample,Wild type,,,,,,,,
SRR17818925,SRX13980717,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818040,MAST139 PDX sample,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/025/SRR17818925/SRR17818925_1.fastq.gz', 'md5': '9218985552b09838d436e90b81ea6f2a', 'size': '1105647711'}, {'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/025/SRR17818925/SRR17818925_2.fastq.gz', 'md5': '0eedb41f1705648c47769cb74e6010be', 'size': '1258858502'}]",mouse PDX sample,Wild type,,,,,,,,
SRR17818926,SRX13980717,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818040,MAST139 PDX sample,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/026/SRR17818926/SRR17818926_1.fastq.gz', 'md5': '5ebae3eda7f2b8be80a6e5fadadb9178', 'size': '1049089219'}, {'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/026/SRR17818926/SRR17818926_2.fastq.gz', 'md5': 'b9e20f1d8a95f2a85fb5587afaba5031', 'size': '1308154415'}]",mouse PDX sample,Wild type,,,,,,,,
SRR17818927,SRX13980717,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818040,MAST139 PDX sample,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/027/SRR17818927/SRR17818927_1.fastq.gz', 'md5': '69a0a87a54ea4b76ebf3d186eefe2436', 'size': '177554932'}, {'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/027/SRR17818927/SRR17818927_2.fastq.gz', 'md5': 'dbd9e5a5e1e317e481adcad8afde4748', 'size': '290220812'}]",mouse PDX sample,Wild type,,,,,,,,
SRR17818928,SRX13980717,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818040,MAST139 PDX sample,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/028/SRR17818928/SRR17818928_1.fastq.gz', 'md5': '694b592774c079e6c1cda5968495345c', 'size': '1041152614'}, {'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/028/SRR17818928/SRR17818928_2.fastq.gz', 'md5': '0c751a7504844614a45a6020799155e6', 'size': '1306383716'}]",mouse PDX sample,Wild type,,,,,,,,
SRR17818929,SRX13980717,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818040,MAST139 PDX sample,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/029/SRR17818929/SRR17818929_1.fastq.gz', 'md5': '6c8edb87625ca51511bbc89ade7dd95d', 'size': '198163902'}, {'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/029/SRR17818929/SRR17818929_2.fastq.gz', 'md5': 'd32548144ba291759cd931b64481affe', 'size': '326477456'}]",mouse PDX sample,Wild type,,,,,,,,
SRR17818930,SRX13980717,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818040,MAST139 PDX sample,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/030/SRR17818930/SRR17818930_1.fastq.gz', 'md5': 'c443f9a3ec6ef8f0d745d6e2bf21ae22', 'size': '1097908613'}, {'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/030/SRR17818930/SRR17818930_2.fastq.gz', 'md5': '4e4ea5dd58c3aeb83ff92b560e7cc8bb', 'size': '1259411940'}]",mouse PDX sample,Wild type,,,,,,,,
SRR17818931,SRX13980717,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818040,MAST139 PDX sample,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/031/SRR17818931/SRR17818931_1.fastq.gz', 'md5': 'b22c3fba0db0a2a1a5151e3626a2f097', 'size': '1053085498'}, {'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/031/SRR17818931/SRR17818931_2.fastq.gz', 'md5': 'b3e5a3c0c6e656194e3e8d8ecbb73084', 'size': '1292373878'}]",mouse PDX sample,Wild type,,,,,,,,
SRR17818932,SRX13980717,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818040,MAST139 PDX sample,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/032/SRR17818932/SRR17818932_1.fastq.gz', 'md5': 'db3bfbf6f4a3afd0c4f8286306b13728', 'size': '216150345'}, {'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/032/SRR17818932/SRR17818932_2.fastq.gz', 'md5': '0d1067cf02448f3857109423250b5f36', 'size': '376930864'}]",mouse PDX sample,Wild type,,,,,,,,
SRR17818933,SRX13980717,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818040,MAST139 PDX sample,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/033/SRR17818933/SRR17818933_1.fastq.gz', 'md5': '76637f7591d8efd4c3c9db4149c90ea4', 'size': '1104924228'}, {'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/033/SRR17818933/SRR17818933_2.fastq.gz', 'md5': '84bf11e7f21e289f99533cd6ec2e2f0a', 'size': '1254322812'}]",mouse PDX sample,Wild type,,,,,,,,
SRR17818934,SRX13980717,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818040,MAST139 PDX sample,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/034/SRR17818934/SRR17818934_1.fastq.gz', 'md5': 'b29dff9a2d332011e77def7e11cb3d59', 'size': '1049033097'}, {'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/034/SRR17818934/SRR17818934_2.fastq.gz', 'md5': '92470c7297c3dcd2259075104d1f28e5', 'size': '1305372743'}]",mouse PDX sample,Wild type,,,,,,,,
SRR17818935,SRX13980717,NextSeq 500 paired end sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,ILLUMINA,NextSeq 500,SRP357388,Stem cell and developmental hierarchies in rhabdomyosarcoma,"Rhabdomyosarcoma (RMS) is the most common soft-tissue sarcoma of childhood and is comprised of two major molecular subtypes. Despite sharing features with skeletal muscle, the conservation of underlying cellular hierarchy with human muscle development and the identification of molecularly-defined tumor-propagating cells have not been reported. Using single-cell RNA sequencing of patient-derived RMS, DNA-barcode cell fate mapping, and antibody enrichment and functional stem cell assays using in vitro culture and mouse xenografts, we have uncovered tumor cell hierarchies in Fusion-negative (FN-) RMS that are shared with normal human muscle development.  We also identified common developmental stages at which tumor cells become arrested.  FN-RMS resemble early muscle found in embryonic and larval development, while fusion-positive (FP-)RMS express a highly specific developmental gene program found in muscle cells transiting from embryonic to fetal development at 7-7.75 weeks of age.  FP-RMS also have neural-pathway enriched cell states, suggesting less-rigid adherence to muscle development hierarchies in this disease.  Finally, we identify a molecularly-defined tumor-propagating cell in FN-RMS that shares remarkable similarity to the newly described bi-potent, muscle mesenchyme stem/progenitor cell that makes both muscle and osteogenic cells. Overall design: Single cell RNA-seq profiling and lineage tracing of Rhabdomyosarcoma PDX, cell line and primary patient samples",SRS11818040,MAST139 PDX sample,Homo sapiens,Rhabdomyosarcoma,,2022-02-06,2022-02-06,NextSeq 500 sequencing; GSM5848684: MAST139 PDX sample; Homo sapiens; RNA-Seq,"[{'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/035/SRR17818935/SRR17818935_1.fastq.gz', 'md5': '1da3813f1c92c6054efe7e871d2d48ea', 'size': '169697630'}, {'url': 'ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR178/035/SRR17818935/SRR17818935_2.fastq.gz', 'md5': '72f9a08d3dd6163742ab4d001214e89b', 'size': '276473511'}]",mouse PDX sample,Wild type,,,,,,,,
